,Name,Keywords,Website,Picture,Citations,Affiliation,Research Interest,Biography,Overall Rank
54,Ong Yew Soon,"Computer Science and Engineering, Smart Cities, Disrupting the Future of Industry and Manufacturing, Disruptive Technology and Materials, Smart Nation",['http://www3.ntu.edu.sg/home/asysong/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00092/57/?filename=Ong Yew Soon-v2.jpg,23641.0,"['Nanyang Technological University, Singapore', 'University of Southampton, UK']","['Evolutionary Optimization', 'Sustainable AI', 'Statistical Machine Learning', 'Surrogate Modelling', 'Artificial Intelligence']","Yew-Soon Ong is currently a President's Chair Professor of Computer Science at the School of Computer Science and Engineering and Professor (Cross Appointment) of the School of Physical and Mathematical Science at Nanyang Technological University (NTU), Singapore. At the same time, he is Chief Artificial Intelligence (CAS) Scientist of the Singapore's Agency for Science, Technology and Research (A*STAR). At NTU, he serves as co-Director of the Singtel-NTU Cognitive & Artificial Intelligence Joint Lab (SCALE@NTU). He was Chair of the School of Computer Science and Engineering, Nanyang Technological University from 2016-2018, Director of the Centre for Computational Intelligence/Computational Intelligence Laboratory from 2008-2015 and Programme Principal Investigator of the Data Analytics & Complex System Programme in the Rolls-Royce@NTU Corporate Lab from 2013-2017. He received his Bachelors and Masters degrees in Electrical and Electronics Engineering (Specializing in Computing) from Nanyang Technological University and subsequently his PhD (Thesis Title: Artificial Intelligence in Complex Engineering Design) from the University of Southampton, United Kingdom. He is a Fellow of IEEE and founding Editor-In-Chief of the IEEE Transactions on Emerging Topics in Computational Intelligence, founding Technical Editor-In-Chief of Memetic Computing Journal (Springer), Associate Editor of IEEE Transactions on Evolutionary Computation, IEEE Transactions on Neural Network & Learning Systems, IEEE Transactions on Cybernetics, IEEE Transactions on Artificial Intelligence, IEEE Transactions on Big Data (2015 - 2018), IEEE Computational Intelligence Magazine (2010 - 2016), and chief co-editor of Book Series on Studies in Adaptation, Learning, and Optimization.",A
55,Chng Eng Siong,"Computational Intelligence, Smart Cities, Artificial and Augmented Intelligence, Speech Recognition, Speech Enhancement, Speech Signal Processing, Speaker Speech Separation, Audio Processing, Speaker Diarization","['https://personal.ntu.edu.sg/aseschng/default.html', 'https://orcid.org/0000-0001-6257-7399']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp00098/57/?filename=Assoc Prof Chng Eng Siong.jpg,7945.0,"['Nanyang Technological University, Singapore']","['Speech and Language processing', 'Digital Signal Processing', 'Pattern Recognition']","Dr Chng Eng Siong is currently an Associate Professor in the School of Computer Science and Engineering (SCSE), Nanyang Technological University (NTU), Singapore. Prior to joining NTU in 2003, he has worked in several research centers/companies, namely: Knowles Electronics (USA), Lernout and Hauspie (Belgium), Institute of Infocomm Research (I2R, Singapore), and RIKEN (Japan). He received both PhD and BEng (Hons) from Edinburgh University, U.K. in 1996 and 1991 respectively. His area of focus is in speech research, machine learning and signal processing. To date, he has been Principal Investigator of research grants awarded by AI-SG, NTU-Rolls Royce, Mindef, MOE and AStar with a total funding amount of over S$9 million under the “Speech and Language Technology Program (SLTP)” at SCSE. He has graduated more than 15 PhD students and 8 Masters Engineering students. His publications include 2 edited books and over 100 journal/conference papers. He has served as the publication chair for 5 international conferences (Human Agent Interaction 2016, INTERSPEECH 2014, APSIPA-2010, APSIPA-2011, ISCSLP-2006) and local organizing committee in ASRU 2019.",B
56,Miao Chun Yan,"Computer Science and Engineering, Info-Communication Technology, Interactive Digital Media, Internet & Communications, Artificial and Augmented Intelligence, Disrupting the Future of Industry and Manufacturing, Frailty: Use of AI-R Tool for Rehabilitation at Home Reducing the Need for Hospital Physiotherapy",['https://orcid.org/0000-0002-0300-3448'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00084/57/?filename=ascymiao_1_2.JPG,17475.0,"['Nanyang Technological University, School of Computer Engineering']","['human agent interaction', 'human computation', 'cognitive agents', 'incentives', 'serious games']","Dr Chunyan Miao is a President’s Chair Professor and Chair of the School of Computer Science and Engineering at Nanyang Technological University, Singapore. Under her leadership, SCSE has contributed greatly to NTU’s top world rankings in CS, CE and AI. SCSE has been ranked as the top university for AI Research Citation Impact by The Nikkei Review. Forbes has listed SCSE’s Data Science and Artificial Intelligence (DSAI) programme in ‘The 10 Best AI and Data Science Undergraduate Courses for 2021’.Dr Miao is an expert on Human-Centered AI and is well-known for her impactful AI research in health, ageing, education, and digital industry. She has received over 20 Best Paper and AI awards including the NRF Investigatorship Award 2019; and the Innovative Applications of AI Award, AAAI 2018 and 2020. has been elevated as IEEE Fellow in 2022; was recognized as 'Professional of the Year' at the IT Leaders Awards 2021 and was named in the “Singapore 100 Women in Tech” list by IMDA/SCS/CNA in 2020, for her significant contributions to Singapore’s tech sector. Dr Miao was bestowed the 2023 National Day Awards - Public Administration Medal (Silver) in recognition of her contributions to education in Singapore and dedicated service to the University. Dr Miao initiated the large-scale interdisciplinary collaboration on AI Ethics and Governance and the world’s first Flexi-Master program to address ethical issues related to AI adoption in Singapore. In recent years, she has received over S$250M in large-scale research grants and initiated over S$200M worth of educational programmes for the EDB-Industrial Postgraduate Programme (IPP) PhD training over 5 years.Dr Miao is the Founding Director and Lead PI of the Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly (LILY), the first AI-empowered interdisciplinary ageing research centre in Singapore. In collaboration with NHG and TTSH, LILY’s AI for ageing technologies have reached over 10,000 senior citizens in Singapore. LILY technologies have also been showcased during Singapore President’s state visits and ministerial mission trips to UK, China and Japan.Dr Miao is the Founding Director and Lead PI of the S$50M Alibaba-NTU Singapore Joint Research Institute, Alibaba’s first and largest joint research institute outside China. She is also the Founding Director and Lead PI of the $60M NTU-WeBank Joint Research Centre on FinTech. Dr Miao has served as Council Member, Singapore Computer Society (SCS) since 2006. She is Chair of the AI Body of Knowledge Review Panel which has played an instrumental role in positioning Singapore as a world leader in AI Ethics and Governance. She has served as Editor of several international journals and as Chair/Co-chair/Technical Program Committee member of many leading AI international conferences. She was the general chair of KDD 2021, the world’s premier DSAI conference.Dr Miao received her PhD Degree in Computer Engineering from NTU and pursued her postdoctoral studies at Simon Fraser University (SFU), Canada. She was a founding faculty member and Associate Professor at the Centre for Digital Media, jointly established by UBC and SFU. She was also a Tan Chin Tuan Fellow for academic and research collaboration in AI for education at Harvard University and MIT. She is a Fellow of SCS, the Academy of Engineering Singapore (SAEng) and the Institution of Engineers Singapore (IES).",A
57,Tang Xueyan,"Computer Science and Engineering, Parallel and Distributed Computing",['https://personal.ntu.edu.sg/asxytang/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00075/57/?filename=asxytang_1_2.JPG,740.0,[],"['Computer Science and Engineering', 'Parallel and Distributed Computing']","Dr. Tang is currently an associate professor in the School of Computer Engineering at Nanyang Technological University, Singapore. He received his B.Eng. degree in computer science and engineering from Shanghai Jiao Tong University in 1998, and his Ph.D. degree in computer science from the Hong Kong University of Science and Technology in 2003. His research interests include distributed systems, mobile and pervasive computing, and wireless sensor networks.",A
58,Sun Aixin,"Computational Intelligence, Information Sciences and Systems","['https://personal.ntu.edu.sg/axsun', 'https://orcid.org/0000-0003-0764-4258']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp00552/57/?filename=AixinWeb514.jpg,16911.0,"['Nanyang Technological University, Singapore', '孙爱欣']","['Information Retrieval', 'Text Mining', 'Recommender Systems']","Dr. Sun Aixin is an Associate Professor and Assistant Chair (Academic) at the School of Computer Science and Engineering (SCSE), Nanyang Technological University (NTU), Singapore. He has been a faculty member of SCSE since 2005 and was the Assistant Chair (Admissions and Outreach) from 2016 to 2020. He is a member of Singapore Data Science Consortium (SDSC) Technical Committee, and SDSC institution representative of NTU. His current research interests include information retrieval, text mining, social computing, and digital libraries.Dr. Sun received B.A.Sc (1st class honours) and Ph.D. both in Computer Engineering from NTU in 2001 and 2004 respectively. He has published about 200 papers in major international journals and conferences. According to Google Scholar, his papers have received more than 13,000 citations, with h-index above 50.Dr. Sun is an associate editor of Neurocomputing, editorial board member of Journal of the Association for Information Science and Technology (JASIST), and editorial board member of Information Retrieval Journal. He has served as the demonstration track co-chair for SIGIR2020, ICDM2018, CIKM2017, PC co-chair for AIRS2019, and general chair for ADMA2017. He was a member of the best paper committee for SIGIR2020. He has also served as Area Chair, Senior PC member or PC member for many conferences including SIGIR, WWW, WSDM, EMNLP, AAAI, and IJCAI.",A
59,Tay Kian Boon,"Computer Science and Engineering, Mathematics",,https://dr.ntu.edu.sg/cris/rp/fileservice/rp00174/57/?filename=Dr Tay Kian Boon.JPG,,,"['Computer Science and Engineering', 'Mathematics']","Asst professor in NUS Math dept for 6 years, 17 years as scientist/senior scientist at CSIT doing infocomm security research-studied strength and security of crypto protocols & algorithms. Education Background:•	PhD MIT 1994, Math, •	MSc NUS 1989, Math, •	BSc Hons NUS 1988, Math",--
60,Zinovi Rabinovich,Computer Science and Engineering,['zinovi.net'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00214/57/?filename=Asst Prof Zinovi Rabinovich.JPG,1122.0,[],['Computer Science and Engineering'],"Zinovi Rabinovich is an Assistant Professor at the School of Computer Science and Engineering of the Nanyang Technological University since February 2017. Prior to that he has spent 5 years as a Senior Algorithms Engineer at the Mobileye Vision Technologies Ltd, a leader in the Advanced Driver Assistant Systems (ADAS) enabling software and hardware, with an outlook at autonomous driving. Between years 2007 and 2012 he was a Postdoctoral Fellow at the University of Sothampton, UK,  as a member of the ""Market-Based Control"" project,  and then a Postdoctoral Researcher in a joint research by the GM Advanced Research Center and the Bar-Ilan University, Israel. His education record includes PhD and MSc in Computer Science, and a joint Computer Science and Mathematics BSc degrees, all from the Hebrew University of Jerusalem, Israel. His research interests include multi-agent systems, artificial intelligence, modelling of manipulative interaction,  perceptual control and emergent behaviour. Common themes of his publications are social behaviour analysis, persuasion, and control via environment response modifications. His research has been presented at leading international conference on Artificial Intelligence, such as  IJCAI, AAAI and AAMAS, included in high ranking journals, such as  Artificial Intelligence, and Robotics and Autonomous Systems, and appeared as a subject of multiple Tutorials for research students.His service to the research community includes participation in program committees of top conferences (IJCAI, AAAI, AAMAS) , workshop advisory boards, and others.",A*
61,Zhao Jun,"Computer Science and Engineering, Electrical and Electronic Engineering, Mathematics, Science, Technology and Society, Energy, Computer Networks and Communications",['http://junzhaogroupntu.github.io'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00501/57/?filename=junzhao.png,6884.0,"['赵俊', 'Nanyang Technological University, School of Computer Science and Engineering, Singapore', 'Carnegie Mellon University, Pittsburgh, PA, USA']","['Metaverse', 'Wireless Communication', 'Communication Networks', 'Edge Computing', 'Security & Privacy']","Jun Zhao is an Assistant Professor in the School of Computer Science and Engineering (SCSE) at Nanyang Technological University (NTU). He received a PhD degree in Electrical and Computer Engineering from Carnegie Mellon University (CMU), Pittsburgh, PA, USA in May 2015, and a bachelor's degree in Information Engineering from Shanghai Jiao Tong University, China in June 2010. Prospective PhD students, postdocs, and visiting students/researchers can email JunZhao@NTU.edu.sg, or add WhatsApp request at https://personal.ntu.edu.sg/junzhao/whatsapp.jpg or add Wechat request at https://personal.ntu.edu.sg/junzhao/wechat.jpg",A
62,Lin Guosheng,Computer Science and Engineering,['https://guosheng.github.io/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00483/57/?filename=gslin_1_2.JPG,12702.0,[],"['Computer Vision', 'Machine Learning']","Before moving to NTU Singapore, I was a research fellow at the Australian Centre for Robotic Vision (ACRV),  affiliated with The University of Adelaide. I completed my PhD degree at the University of Adelaide in 2014. I received my bachelor's and master's degree from the South China University of Technology (SCUT) in 2007 and 2010, respectively.",A*
63,Lu Shijian,"Computer Vision and Sensing, Neuroscience, Graphics and Interactive Computing, Economics, Smart Cities, Digital Economy, Disrupting the Future of Industry and Manufacturing, Smart Nation, Image and Video Analytics, Neurotechnology",['https://personal.ntu.edu.sg/shijian.lu/index.htm'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp01128/57/?filename=Shijian3.jpg,14086.0,[],"['Image and video analytics', 'computer vision', 'machine learning']","Shijian received his PhD in electrical and computer engineering from the National University of Singapore. He is currently an Associate Professor with the School of Computer Science and Engineering, Nanyang Technological University (NTU), Singapore. His major research interests include image and video analytics, visual intelligence, and machine learning. He has published more than 100 international refereed journal and conference papers and co-authored up to10 patents in these research areas. Before joining in NTU, he took a number of leadership roles in the Institute for Infocomm Research (I2R), under the Agency for Science, Technology, and Research (A*SATR) in Singapore, including Head of Visual Attention Lab, Deputy Head of Satellite Department, Co-Chair of the Image and Pervasive Access Laboratory. He is currently an Associate Editor for the journal Pattern Recognition (PR) and Neurocomputing. He has also served in the program committee of a number of conferences such as the Senior Program Committee of the International Joint Conferences on Artificial Intelligence and Association for the Advancement of Artificial Intelligence.",A
64,Mohamed M Sabry,"Systems and Engineering Management, Computer Science and Engineering, Electrical and Electronic Engineering, Machines & Systems, Nanotechnology & Nano-Science, Computing Hardware and Architecture, Hardware and Embedded Systems",['http://www.ecs-97.webself.net/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00314/57/?filename=image4.jpeg,1490.0,[],"['Computer Architecture', 'AI Hardware', 'System-Level Design', 'Emerging Technologies', 'Embedded Systems']","Mohamed M. Sabry obtained his Ph.D. from EPFL in 2013 and was a postdoc in Stanford University from 2014 till 2017. His primary research interests are system-level design and optimization and resource management of computing systems by leveraging the benefits of emerging technologies (for computing, storage, interconnect, and cooling) to boost computing performance and energy efficiency beyond what is achievable today from large-scale cloud to small-scale embedded domains.  This includes device-, circuit-, and architecture modeling, design-space exploration and hardware-software co-optimization. His work on Nanoengineered Computing System Technology (N3XT), under the supervision of Prof. Subhasish Mitra and Prof. H.-S. Philip Wong has received worldwide recognition in various news press. It shows the prospects of monolithic 3D computing systems enabled by emerging nanotechnologies, such as carbon nanotubes and resistive memories.He has been awarded the Swiss National Science Foundation Early Post-Doctoral Mobility Fellowship in 2013.",B
65,Erik Cambria,"Computer Science and Engineering, Computational Intelligence, Information Sciences and Systems, Artificial and Augmented Intelligence, Machine-Person Interoperability, Affective Computing, Sentiment Analysis, Commonsense Reasoning, Neurosymbolic AI","['https://sentic.net', 'https://orcid.org/0000-0002-3030-1280']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp00927/57/?filename=erik ntu.jpeg,45539.0,[],"['affective computing', 'sentiment analysis', 'multimodal interaction', 'commonsense reasoning', 'sentic computing']","Erik Cambria is the Founder of SenticNet, a Singapore-based company offering B2B sentiment analysis services, and a Professor at Nanyang Technological University, where he also holds the appointment of Provost Chair in Computer Science and Engineering. Prior to joining NTU, he worked at Microsoft Research Asia (Beijing) and HP Labs India (Bangalore) and earned his PhD through a joint programme between the University of Stirling and MIT Media Lab. His research focuses on neurosymbolic AI for explainable natural language processing in domains like sentiment analysis, dialogue systems, and financial forecasting. He is recipient of several awards, e.g., IEEE Outstanding Career Award, was listed among the AI's 10 to Watch, and was featured in Forbes as one of the 5 People Building Our AI Future. He is an IEEE Fellow, Associate Editor of many top-tier AI journals, e.g., Information Fusion and IEEE Transactions on Affective Computing, and is involved in various international conferences as keynote speaker, program chair and senior program committee member.",A
66,Ke Yiping Kelly,Computer Science and Engineering,"['https://personal.ntu.edu.sg/ypke', 'https://orcid.org/0000-0001-9473-3202']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp00908/57/?filename=Yiping Ke_1.jpg,37291.0,[],"['Graph Learning', 'Graph Analytics', 'Graph Mining']","Dr. Yiping Ke is an Associate Professor with the School of Computer Science and Engineering, Nanyang Technological University. She obtained her Ph.D. degree in Computer Science from the Hong Kong University of Science and Technology in 2008 and B.Sc. degree in Computer Science from Fudan University in 2003. Before joining NTU, she was a scientist with the Institute of High Performance Computing, A*STAR and a Research Assistant Professor at the Chinese University of Hong Kong. Her experience has spanned over both academia and industry. She has published over 60 research papers in prestigious journals/conferences, receiving over 3,000 citations. She has served as program committee members and journal reviewers for ICML, NIPS, ICLR, UAI, IJCAI, AAAI, KDD, VLDB, ICDM, SDM, CIKM, ACM TKDD, IEEE TNNLS, IEEE TKDE, VLDBJ, Machine Learning Journal, etc. She has filed 6 US/UK patents with industrial partners. She has secured and managed 9 research grants and industrial funds, and successfully rolled out developed technologies to a variety of domains including engineering design, neuroscience, education, etc.",A*
67,Anupam Chattopadhyay,"Computer Science and Engineering, Electrical and Electronic Engineering, Microelectronics & Applications, Nanotechnology & Nano-Science, Security Studies & Policy Issues, Computing Hardware and Architecture, Hardware and Embedded Systems, Quantum Technology",['https://scholar.google.co.in/citations?user=TIt4ggwAAAAJ&hl=en'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp01076/57/?filename=anupam_1_2.JPG,6184.0,"['Nanyang Technological University, Singapore', 'RWTH Aachen University, Germany']","['Computer Architecture', 'Electronic Design Automation', 'Hardware Security', 'Emerging Technologies', 'CPS Security']","Anupam Chattopadhyay received his B.E. degree from Jadavpur University, India, MSc. from ALaRI, Switzerland and PhD from RWTH Aachen in 2000, 2002 and 2008 respectively. From 2008 to 2009, he worked as a Member of Consulting Staff in CoWare R&D, Noida, India. From 2010 to 2014, he led the MPSoC Architectures Research Group in RWTH Aachen, Germany as a Junior Professor. Since September, 2014, Anupam was appointed as an Assistant Professor in SCSE, NTU, where he got promoted to Associate Professor with Tenure from August, 2019. In the past, he held visiting positions at Politecnico di Torino, Italy; EPFL, Switzerland; Technion, Israel and Indian Statistical Institute, Kolkata.During his doctoral studies, he worked on automatic RTL generation from the architecture description language LISA, which led to a spin-off, and subsequently was acquired by a leading EDA vendor. He developed novel high-level optimisations, verification techniques, and proposed a language-based modelling, exploration and design framework for partially re-configurable processors - many of which resulted in successful technology transfers to the EDA and Semiconductor IP industry. Anupam currently heads a team of 20+ researchers, overseeing projects in the area of computer architectures, security, design automation and emerging technologies. His research advances has been reported in more than 100 conference/journal papers (ACM/IEEE/Springer), multiple research monographs and edited books (CRC, Springer) and open-access forums. Together with his doctoral students, Anupam proposed novel research directions like, domain-specific high-level synthesis for cryptography, high-level reliability estimation flows for embedded processors, generalisation of classic linear algebra kernels and multi-layered coarse-grained reconfigurable architecture. Anupam’s research in the area of emerging technologies has been covered by major news outlets across the world, including Asian Scientist, Straits Times and The Economist.Anupam regularly serves in the TPCs of top conferences, reviews journal/ conference articles and presented multiple invited seminars/tutorials in prestigious venues. He is a series editor of Springer book series on Computer Architecture and Design Methodologies. He is a member of ACM and a senior member of IEEE.Anupam received Borcher's plaque from RWTH Aachen, Germany for outstanding doctoral dissertation in 2008, nomination for the best IP award in the ACM/IEEE DATE Conference 2016 and nomination for the best paper award in the International Conference on VLSI Design 2018.",B
68,Lin ShangWei,"Computer Science and Engineering, Cyber Security and Forensics",['https://personal.ntu.edu.sg/shang-wei.lin/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00861/57/?filename=shang-wei.lin_1_2.JPG,1650.0,"['Nanyang Technological University, College of Engineering, Singapore', 'National Chung Cheng University, Chiayi, Taiwan']","['Formal Methods', 'Compositional Verification', 'Program Verification', 'Software Analysis']","Dr. LIN Shang-Wei received his B.S. degree in Information Management from National Chung Cheng University in 2003 and received his Ph.D. degree in Computer Science and Information Engineering from the National Chung Cheng University in 2010.In 2011, he was a postdoctoral research fellow in School of Computing, National University of Singapore. From 2012 to 2014, he was a research scientist at Temasek Laboratories in National University of Singapore. From December 2014 to April 2015, he was a postdoctoral research fellow in Singapore University of Technology and Design. He joined School of Computer Engineering in Nanyang Technological University as Assistant Professor in May 2015.",B
69,Tan Rui,"Computer Science and Engineering, Info-Communication Technology, Energy, Internet & Communications, Computer Networks and Communications","['https://personal.ntu.edu.sg/tanrui/', 'https://researchdata.ntu.edu.sg/dataverse/tanrui', 'https://ntuiot.xyz/']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp00504/57/?filename=Assoc Prof Tan Rui.JPG,4244.0,[],"['Sensing', 'security', 'Internet of Things', 'cyber-physical systems']","Rui Tan received B.S.(2004) and M.S.(2007) in automation from Shanghai Jiao Tong University, and Ph.D.(2010) in computer science from City University of Hong Kong, respectively. From 2010 to 2012, he worked as a postdoctoral Research Associate at Michigan State University. From 2012 to 2015, he worked as a Research Scientist and then a Senior Research Scientist at Advanced Digital Sciences Center, a Singapore-based research center of the University of Illinois at Urbana-Champaign. He joined the School of Computer Science and Engineering (SCSE) of Nanyang Technological University (NTU) in 2016. He is currently an Associate Professor with SCSE, NTU.He has received multiple research awards including Best Paper Award from ACM/IEEE IPSN 2017, CPSR-SG 2017, Distinguished TPC Member of INFOCOM 2017, Best Paper Award Runner-Ups from ACM/IEEE IPSN 2014 and IEEE PerCom 2013, IPSN'21 Best Artifact Award Runner-Up, as well as Outstanding Academic Performance Award from City University of Hong Kong in 2009. He is now an IEEE Senior Member.",A*
70,Oh Hong Lye,Computer Science and Engineering,,https://dr.ntu.edu.sg/cris/rp/fileservice/rp00131/57/?filename=hloh_1_2.JPG,223.0,[],['Computer Science and Engineering'],"Prior to joining NTU, Oh Hong Lye worked in the semiconductor industry for 20 years in Application and R&D job functions, covering a wide range of embedded system and wireless connectivity related products in consumer, computer and industrial segments.  As part of his job function, he interacts frequently with product R&D and project management teams from Multinational, Small & Medium Enterprises and Start-up companies, both locally and oversea in US, Europe and Asia.  He is also one of the pioneers of the Texas Instruments Asia Technical Training Organisation and the first Mentor workshop instructor in Asia.  As a result of his significant contribution to the company share-holder value and technical community.  He is elected to the technical ladder of Senior Member of the Technical Staff in Texas Instruments.He holds three patents from his work done in Video Compression Algorithm when in STMicroelectronics Asia Pacific.  In NTU, his research interests includes embedded system and wireless connectivity.  The research projects he is involved in are the Singapore Millennium Foundation Grant: “Think on Your Feet - Learning through Purposeful Collaborative Play and Movement”, which uses wireless connectivity technology to enable purposeful play targeted initially at special needs students, and SCALE@NTU: “Lost and Found: Localisation”, a project that uses various outdoor and indoor localisation technologies to enable effective detection and intervention of Dementia Patients who are lost or wandering.He is currently the Assistant Chair (Student Care) and has previously served as the Chair for the SCSE Outreach Committee from 2018-2020.  He is awarded the Nanyang Education Awards (School) in 2019.",C
71,Pan Sinno Jialin,Computer Science and Engineering,['https://personal.ntu.edu.sg/sinnopan/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00122/57/?filename=cut.JPG,37255.0,"['Nanyang Technological University, Singapore']",['Computer Science and Engineering'],"Dr. Sinno Jialin Pan is a Provost's Chair Professor at the School of Computer Science and Engineering at Nanyang Technological University (NTU), Singapore. He received his Ph.D. degree in computer science from the Hong Kong University of Science and Technology (HKUST) in 2011. Prior to joining NTU, he was a scientist and Lab Head of text analytics with the Data Analytics Department, Institute for Infocomm Research, Singapore. He joined NTU as a Nanyang Assistant Professor in 2014 and was promoted to Associate Professor and Professor in 2019 and 2022, respectively. He was appointed as a Provost's Chair in Computer Science and Engineering in 2019. He was named to the list of ""AI 10 to Watch"" by the IEEE Intelligent Systems magazine in 2018. He serves as an Associate Editor for IEEE TPAMI, AIJ, and ACM TIST. His research interests include transfer learning and its real-world applications.",A*
72,Joty Shafiq Rayhan,"Computer Science and Engineering, Linguistics and Multilingual Studies",['https://raihanjoty.github.io/'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp00319/57/?filename=Assoc Prof Joty Shafiq Rayhan.JPG,8252.0,"['Salesforce AI Research, Palo Alto, CA, USA', 'Nanyang Technological University, Singapore', 'Hamad Bin Khalifa University, Qatar Computing Research Institute, Qatar', 'University of British Columbia, Department of Computer Science, Vancouver, Canada']","['Computer Science and Engineering', 'Linguistics and Multilingual Studies']","Assistant Professor, Nanyang Technological University (NTU), Singapore [Jul'17 - ]Research Scientist, Qatar Computing Research Institute (QCRI), Doha [Jan'14 - Jul'17]PhD in Computer Science, University of British Columbia (UBC), Vancouver [Sep'08 - Dec'13]MSc in Computer Science, University of Lethbridge (UofL), Lethbridge [Sep'06 - Aug'08]",A*
73,Li Mo,"Computer Science and Engineering, Internet & Communications, Computer Networks and Communications, Internet of Things","['https://personal.ntu.edu.sg/limo', 'https://orcid.org/0000-0002-6047-9709']",https://dr.ntu.edu.sg/cris/rp/fileservice/rp00937/57/?filename=potrait.jpg,11400.0,"['Nanyang Technological University, School of Computer Science and Engineering, Singapore', '李默', 'Hong Kong University of Science and Technology']","['Computer Science and Engineering', 'Internet & Communications', 'Computer Networks and Communications', 'Internet of Things']","Dr. Mo Li is a Professor in School of Computer Science and Engineering. He received his BS degree in Department of Computer Science and Technology from Tsinghua University, and the PhD degree in Department of Computer Science and Engineering from Hong Kong University of Science and Technology. Dr. Mo Li has been internationally recognized for his research in wireless sensing and networking, IoT for smart cities and urban informatics. Dr. Li received Nanyang Research Award (Young Investigator) in 2016, a prestigious recognition to his research excellence by NTU. Dr. Li is a Distinguished Member of the ACM since 2019, and a Fellow of the IEEE since 2020.",A
74,Guan Cuntai,"Computational Intelligence, Brain Machine Interface, Artificial and Augmented Intelligence, Biomedical Informatics and Data Science, Machine Learning, Neural Signal Processing, Medical Image Analysis",['https://personal.ntu.edu.sg/ctguan'],https://dr.ntu.edu.sg/cris/rp/fileservice/rp01023/57/?filename=ctguan.jpg,23544.0,"['Nanyang Technological University, School of Computer Science and Engineering, Singapore', 'Southeast University, Nanjing, China']","['Brain-Computer Interfaces', 'Brain-Machine Interfaces', 'Machine Learning', 'Medical Image Analysis', 'Digital Mental Health']","Prof Guan is a President's Chair Professor in Computer Science and Engineering at Nanyang Technological University (NTU), Singapore. He is the Director of the Artificial Intelligence Research Institute (AI.R) of NTU. He is the Co-Director, S-Lab for Advanced Intelligence (S-Lab), NTU. He is the Director of the Centre for Brain-Computing Research (CBCR). He initiated and served as the Co-Director of the Rehabilitation Research Institute of Singapore (RRIS), 2015-2018. Prior to joining NTU in 2016, he was the founding Department Head of the Neural & Biomedical Technology Department at the Institute for Infocomm Research (I2R), Agency for Science, Technology, and Research (A*SATR), Singapore.  His research interests are in the fields of Brain-Computer Interfaces (BCI), Machine Learning, Neural Signal & Image Processing, Data Analytics, and Artificial Intelligence. He published 400 refereed journal and conference papers and holds 25 granted patents and patent applications. He licensed 15 patents/technologies to five companies in Singapore and USA. He delivered more than 70 keynote speeches and invited talks (including the keynote, Brain-Computer Interfaces for Stroke Rehabilitation, at the opening ceremony of the 7th International BCI Meeting, Asilomar, USA, May 2018). He is a recipient of the Annual BCI Research Award, the King Salman Award for Disability Research, the IES Prestigious Engineering Achievement Award, the Achiever of the Year (Research) Award, the Finalist of the President Technology Award, and the winner of BCI Competitions. He has been an Associate Editor for IEEE Transactions on Biomedical Engineering, IEEE Transactions on Artificial Intelligence, Pattern Recognition, Neurocomputing, Brain-Computer Interfaces, Frontiers in Neuroscience, Frontiers in Human Neuroscience, etc. He is on the Advisory Board of IEEE Open Access Journal of Engineering in Medicine and Biology (OJEMB). He was on the IEEE Fellow Evaluation Committee for EMBS Society. He was an APSIPA Distinguished Lecturer, 2017-2018.  He served as the General Co-Chair for IEEE ICAA’2018, Conference Chair for the Internet of Things (IoT) Asia 2015, and General Chair for the IEEE HealthCom 2008. He was the President of the Pattern Recognition and Machine Intelligence Association (PREMIA), Singapore, 2008-2010.He is an elected Fellow of the Singapore Academy of Engineering (SAEng), Fellow of NAI (National Academy of Inventors, USA), Fellow of IEEE (the Institute of Electrical and Electronics Engineers), and Fellow of AIMBE (the American Institute for Medical and Biological Engineering).",B
